,triple,label,masked_triple
19501,Elmet father Gwallog,father,Elmet [MASK] Gwallog
19502,Jacen Solo father Han Solo,father,Jacen Solo [MASK] Han Solo
19503,"Pablo Huneeus occupation Journalist, occupation Writer, mother Virginia Cox Balmaceda",mother,"Pablo Huneeus occupation Journalist, occupation Writer, [MASK] Virginia Cox Balmaceda"
19504,Rudolf Arnold Nieberding father Karl Nieberding,father,Rudolf Arnold Nieberding [MASK] Karl Nieberding
19505,John Robinson ( priest ) Dean,priest,John Robinson ( [MASK] ) Dean
19508,"Marco Andretti occupation racing automobile driver, father Michael Andretti",father,"Marco Andretti occupation racing automobile driver, [MASK] Michael Andretti"
19509,David fitz Walter of Cadzow father Walter fitz Gilbert,father,David fitz Walter of Cadzow [MASK] Walter fitz Gilbert
19511,Tex Avery  voice actor Tex Avery,actor,Tex Avery  voice [MASK] Tex Avery
19512,Margret Nissen father Albert Speer,father,Margret Nissen [MASK] Albert Speer
19513,Chu father King Kaolie,father,Chu [MASK] King Kaolie
19514,"Ricard Opisso occupation painter, occupation caricaturist, father Alfredo Opisso y ViÃ±as",father,"Ricard Opisso occupation painter, occupation caricaturist, [MASK] Alfredo Opisso y ViÃ±as"
19515,William Fremantle ( uncle ) occupation Curate,uncle,William Fremantle ( [MASK] ) occupation Curate
19516,John Hooker Leavitt father Roger Hooker Leavitt,father,John Hooker Leavitt [MASK] Roger Hooker Leavitt
19518,AurÃ©lien Panis father Olivier Panis,father,AurÃ©lien Panis [MASK] Olivier Panis
19519,Richard Ottley ( judge ) father Drewry Ottley,father,Richard Ottley ( judge ) [MASK] Drewry Ottley
19520,Cereceda  mother Violeta Parra,mother,Cereceda  [MASK] Violeta Parra
19521,Gayego father Gilded Time,father,Gayego [MASK] Gilded Time
19522,Athina Onassis mother Christina Onassis,mother,Athina Onassis [MASK] Christina Onassis
19523,Julia McMordie father William Gray,father,Julia McMordie [MASK] William Gray
19524,Guy of Ivrea father Berengar II,father,Guy of Ivrea [MASK] Berengar II
19525,Alhfrith father Oswiu,father,Alhfrith [MASK] Oswiu
19526,Erddig  father Philip Yorke II,father,Erddig  [MASK] Philip Yorke II
19527,"Else Kleen occupation Journalist, occupation Author, father Emil Kleen",father,"Else Kleen occupation Journalist, occupation Author, [MASK] Emil Kleen"
19528,Dionysus father Zeus,father,Dionysus [MASK] Zeus
19529,"Jens Filbrich occupation cross-country skier, mother Sigrun Krause",mother,"Jens Filbrich occupation cross-country skier, [MASK] Sigrun Krause"
19530,Ekstraklasa ( women 's handball ) sport Handball,women,Ekstraklasa ( [MASK] 's handball ) sport Handball
19531,"Godgifu  daughter of Ãthelred the Unready noble title Count, child Ralph the Timid",daughter,"Godgifu  [MASK] of Ãthelred the Unready noble title Count, child Ralph the Timid"
19533,Galam Cennalath  List of kings of the Picts replaces Talorc II,kings,Galam Cennalath  List of [MASK] of the Picts replaces Talorc II
19534,Zhou father King Kao,father,Zhou [MASK] King Kao
19535,Irene Caba Alba mother Irene Alba,mother,Irene Caba Alba [MASK] Irene Alba
19536,Paramita Satpathy father Nityananda Satpathy,father,Paramita Satpathy [MASK] Nityananda Satpathy
19537,Ludmila ( wife of Mieszko I Tanglefoot,wife,Ludmila ( [MASK] of Mieszko I Tanglefoot
19538,"Akio Åtsuka occupation Actor, father Chikao Ohtsuka",father,"Akio Åtsuka occupation Actor, [MASK] Chikao Ohtsuka"
19539,"John Frederick Bailey occupation botanist, father Frederick Manson Bailey",father,"John Frederick Bailey occupation botanist, [MASK] Frederick Manson Bailey"
19540,"Elena Asachi occupation Composer, father Anton Teyber",father,"Elena Asachi occupation Composer, [MASK] Anton Teyber"
19541,"Adolf of Limburg noble title Count, father Wilhelm I",father,"Adolf of Limburg noble title Count, [MASK] Wilhelm I"
19542,Dalakhani father Darshaan,father,Dalakhani [MASK] Darshaan
19543,Eiludd Powys father Cynan Garwyn,father,Eiludd Powys [MASK] Cynan Garwyn
19544,Dillenburg  mother Maria,mother,Dillenburg  [MASK] Maria
19545,Zofia Zamenhof mother Klara Zamenhof,mother,Zofia Zamenhof [MASK] Klara Zamenhof
19546,Der Ling father Yu Geng,father,Der Ling [MASK] Yu Geng
19547,"Emily Wu occupation Writer, father Wu Ningkun",father,"Emily Wu occupation Writer, [MASK] Wu Ningkun"
19548,Theodore Brentano father Lorenzo Brentano,father,Theodore Brentano [MASK] Lorenzo Brentano
19549,Godtfred Kirk Christiansen father Ole Kirk Christiansen,father,Godtfred Kirk Christiansen [MASK] Ole Kirk Christiansen
19550,Alexander Dallas ( priest ) father Robert Charles Dallas,father,Alexander Dallas ( priest ) [MASK] Robert Charles Dallas
19551,Leonard Hawkes ( priest ) occupation Curate,priest,Leonard Hawkes ( [MASK] ) occupation Curate
19552,Matsudaira Nobuyasu father Tokugawa Ieyasu,father,Matsudaira Nobuyasu [MASK] Tokugawa Ieyasu
19553,Janko Kroner father JÃ¡n Kroner,father,Janko Kroner [MASK] JÃ¡n Kroner
19554,Lev Lvovich Tolstoy father Leo Tolstoy,father,Lev Lvovich Tolstoy [MASK] Leo Tolstoy
19555,Vela GutiÃ©rrez father Gutierre VermÃºdez,father,Vela GutiÃ©rrez [MASK] Gutierre VermÃºdez
19556,Lorinda de Roulet mother Joan Whitney Payson,mother,Lorinda de Roulet [MASK] Joan Whitney Payson
19558,L. Ron Hubbard  mother Mary Sue Hubbard,mother,L. Ron Hubbard  [MASK] Mary Sue Hubbard
19559,Matthew Stirling ( railway engineer ) father Patrick Stirling,father,Matthew Stirling ( railway engineer ) [MASK] Patrick Stirling
19560,Marie Collier father Thomas Robinson Collier,father,Marie Collier [MASK] Thomas Robinson Collier
19561,"David Tao occupation Songwriter, occupation singer, father Tao Dawei",father,"David Tao occupation Songwriter, occupation singer, [MASK] Tao Dawei"
19562,"Mary Anne Stebbing occupation botanist, father William Wilson Saunders",father,"Mary Anne Stebbing occupation botanist, [MASK] William Wilson Saunders"
19563,Richard Ker father David Guardi Ker,father,Richard Ker [MASK] David Guardi Ker
19564,William Robertson Coe II father William Rogers Coe,father,William Robertson Coe II [MASK] William Rogers Coe
19565,Liudmila Belavenets father Sergey Belavenets,father,Liudmila Belavenets [MASK] Sergey Belavenets
19566,JosÃ© Francisco de Peralta father JosÃ© MarÃ­a de Peralta,father,JosÃ© Francisco de Peralta [MASK] JosÃ© MarÃ­a de Peralta
19567,Demetrius of Anacopia father George I,father,Demetrius of Anacopia [MASK] George I
19568,"Sam Houston ( wrestler ) occupation professional wrestler, father Grizzly Smith",father,"Sam Houston ( wrestler ) occupation professional wrestler, [MASK] Grizzly Smith"
19570,"Johann Strauss III occupation Composer, father Eduard Strauss",father,"Johann Strauss III occupation Composer, [MASK] Eduard Strauss"
19571,Lobsang Gyatso ( monk ) occupation Monk,monk,Lobsang Gyatso ( [MASK] ) occupation Monk
19572,Mihr-un -nissa Begum mother Nur Jahan,mother,Mihr-un -nissa Begum [MASK] Nur Jahan
19573,Gundoald father Chlothar I,father,Gundoald [MASK] Chlothar I
19574,Laura Smet father Johnny Hallyday,father,Laura Smet [MASK] Johnny Hallyday
19575,Johnny Hallyday  mother Nathalie Baye,mother,Johnny Hallyday  [MASK] Nathalie Baye
19577,Yuichiro Hata father Tsutomu Hata,father,Yuichiro Hata [MASK] Tsutomu Hata
19578,William Austin Dickinson father Edward Dickinson,father,William Austin Dickinson [MASK] Edward Dickinson
19579,Zhang Youxia father Zhang Zongxun,father,Zhang Youxia [MASK] Zhang Zongxun
19580,JÃ¼rgen NÃ¶ldner father Erwin NÃ¶ldner,father,JÃ¼rgen NÃ¶ldner [MASK] Erwin NÃ¶ldner
19582,Ii Naomitsu father Ii Naohira,father,Ii Naomitsu [MASK] Ii Naohira
19583,Marwan II father Muhammad ibn Marwan,father,Marwan II [MASK] Muhammad ibn Marwan
19584,Argyresthia trifasciata host Juniper,host,Argyresthia trifasciata [MASK] Juniper
19585,Ninurta father Enlil,father,Ninurta [MASK] Enlil
19586,Zhou father King Wu,father,Zhou [MASK] King Wu
19587,Zhou  mother Yi Jiang,mother,Zhou  [MASK] Yi Jiang
19588,Lu father Duke Xuan,father,Lu [MASK] Duke Xuan
19589,Franz Volkmar Fritzsche father Christian Friedrich Fritzsche,father,Franz Volkmar Fritzsche [MASK] Christian Friedrich Fritzsche
19590,Elachista albidella host Carex,host,Elachista albidella [MASK] Carex
19591,"Carex  host Carex acuta, host Eriophorum",host,"Carex  [MASK] Carex acuta, host Eriophorum"
19593,Larry Mikan father George Mikan,father,Larry Mikan [MASK] George Mikan
19594,Pavia  father Galeazzo II Visconti,father,Pavia  [MASK] Galeazzo II Visconti
19595,Pavia  mother Bianca,mother,Pavia  [MASK] Bianca
19596,Syrus father Apollo,father,Syrus [MASK] Apollo
19597,Mark Dindal  voice actor Scott Bakula,actor,Mark Dindal  voice [MASK] Scott Bakula
19598,Scott Bakula  voice actor Don Knotts,actor,Scott Bakula  voice [MASK] Don Knotts
19599,Don Knotts  voice actor John Rhys-Davies,actor,Don Knotts  voice [MASK] John Rhys-Davies
19600,John Rhys-Davies  voice actor Kathy Najimy,actor,John Rhys-Davies  voice [MASK] Kathy Najimy
19601,Kathy Najimy  voice actor Ashley Peldon,actor,Kathy Najimy  voice [MASK] Ashley Peldon
19602,Ashley Peldon  voice actor Jasmine Guy,actor,Ashley Peldon  voice [MASK] Jasmine Guy
19603,Raveena Tandon father Ravi Tandon,father,Raveena Tandon [MASK] Ravi Tandon
19604,Linda Thompson ( actress ) partner Elvis Presley,actress,Linda Thompson ( [MASK] ) partner Elvis Presley
19605,"Poli Marichal occupation painter, father Carlos Marichal",father,"Poli Marichal occupation painter, [MASK] Carlos Marichal"
19606,Maria of Loon-Heinsberg father John II,father,Maria of Loon-Heinsberg [MASK] John II
19609,Duke of Apulia father Roger II,father,Duke of Apulia [MASK] Roger II
19610,"Sid Mallya occupation Actor, father Vijay Mallya",father,"Sid Mallya occupation Actor, [MASK] Vijay Mallya"
19611,"Bejaratana noble title Princess, father Vajiravudh",father,"Bejaratana noble title Princess, [MASK] Vajiravudh"
19612,Rose Wilson father Deathstroke,father,Rose Wilson [MASK] Deathstroke
19613,Shealtiel father Jeconiah,father,Shealtiel [MASK] Jeconiah
19614,"Garett Maggart occupation Actor, occupation television actor, father Brandon Maggart",father,"Garett Maggart occupation Actor, occupation television actor, [MASK] Brandon Maggart"
19615,Jack Gaster father Moses Gaster,father,Jack Gaster [MASK] Moses Gaster
19616,Pieris mannii host Iberis,host,Pieris mannii [MASK] Iberis
19617,Iberis  host Sinapis,host,Iberis  [MASK] Sinapis
19618,Marcin Kalinowski father Walenty Aleksander Kalinowski,father,Marcin Kalinowski [MASK] Walenty Aleksander Kalinowski
19619,Baron  father Plato von Ustinov,father,Baron  [MASK] Plato von Ustinov
19620,"Ralf Dahrendorf occupation political scientist, occupation Philosopher, occupation Politician, occupation sociologist, father Gustav Dahrendorf",father,"Ralf Dahrendorf occupation political scientist, occupation Philosopher, occupation Politician, occupation sociologist, [MASK] Gustav Dahrendorf"
19621,"Poul MÃ¸ller  sex or gender male, mother Lis MÃ¸ller",mother,"Poul MÃ¸ller  sex or gender male, [MASK] Lis MÃ¸ller"
19622,Nicholas III dalle Carceri father Giovanni dalle Carceri,father,Nicholas III dalle Carceri [MASK] Giovanni dalle Carceri
19623,Giovanni dalle Carceri  mother Florence Sanudo,mother,Giovanni dalle Carceri  [MASK] Florence Sanudo
19624,Theodora Angelina ( daughter of Isaac Komnenos,daughter,Theodora Angelina ( [MASK] of Isaac Komnenos
19625,Nero Julius Caesar father Germanicus,father,Nero Julius Caesar [MASK] Germanicus
19626,Haruhime father Hoshina Masayuki,father,Haruhime [MASK] Hoshina Masayuki
19627,Karl Zsigmondy father Adolf Zsigmondy,father,Karl Zsigmondy [MASK] Adolf Zsigmondy
19629,Hedone father Eros,father,Hedone [MASK] Eros
19630,Eros  mother Psyche,mother,Eros  [MASK] Psyche
19631,Alfredo Alvar father Manuel Alvar,father,Alfredo Alvar [MASK] Manuel Alvar
19632,Abraham Frumkin father Israel Dov Frumkin,father,Abraham Frumkin [MASK] Israel Dov Frumkin
19633,Kangan Giin father Emperor Juntoku,father,Kangan Giin [MASK] Emperor Juntoku
19635,"Chokwe Antar Lumumba position held Mayor, father Chokwe Lumumba",father,"Chokwe Antar Lumumba position held Mayor, [MASK] Chokwe Lumumba"
19639,Lorraine  father RenÃ© of Anjou,father,Lorraine  [MASK] RenÃ© of Anjou
19640,Erno Munkacsi father BernÃ¡t MunkÃ¡csi,father,Erno Munkacsi [MASK] BernÃ¡t MunkÃ¡csi
19641,Elisedd ap Cyngen father Cyngen ap Cadell,father,Elisedd ap Cyngen [MASK] Cyngen ap Cadell
19644,Richard Wagner  mother Cosima Wagner,mother,Richard Wagner  [MASK] Cosima Wagner
19645,Pear  host Malus,host,Pear  [MASK] Malus
19647,Kishar father Lahmu,father,Kishar [MASK] Lahmu
19648,Lahmu  mother Lahamu,mother,Lahmu  [MASK] Lahamu
19649,Karla Borger mother Cordula PÃ¼tter,mother,Karla Borger [MASK] Cordula PÃ¼tter
19650,Wibke Bruhns father Hans Georg Klamroth,father,Wibke Bruhns [MASK] Hans Georg Klamroth
19651,Alain I of Albret father Jean I of Albret,father,Alain I of Albret [MASK] Jean I of Albret
19652,Jean I of Albret  mother Catherine de Rohan,mother,Jean I of Albret  [MASK] Catherine de Rohan
19653,Ola Bratteli mother Randi Bratteli,mother,Ola Bratteli [MASK] Randi Bratteli
19654,"Philipp Apian occupation cartographer, father Petrus Apianus",father,"Philipp Apian occupation cartographer, [MASK] Petrus Apianus"
19655,"Oluf van Steenwinckel occupation Engineer, father Hans van Steenwinckel",father,"Oluf van Steenwinckel occupation Engineer, [MASK] Hans van Steenwinckel"
19656,Roger II Trencavel father Raymond I Trencavel,father,Roger II Trencavel [MASK] Raymond I Trencavel
19657,Duke of Swabia  mother Agnes of SaarbrÃ¼cken,mother,Duke of Swabia  [MASK] Agnes of SaarbrÃ¼cken
19658,John Terry ( actor ) child Hanna Terry,actor,John Terry ( [MASK] ) child Hanna Terry
19659,GrzymisÅawa of Luck father Ingvar,father,GrzymisÅawa of Luck [MASK] Ingvar
19660,Akihito father Hirohito,father,Akihito [MASK] Hirohito
19661,"Sarney Filho occupation Lawyer, occupation Politician, father JosÃ© Sarney",father,"Sarney Filho occupation Lawyer, occupation Politician, [MASK] JosÃ© Sarney"
19662,Helena Scott father Alexander Walker Scott,father,Helena Scott [MASK] Alexander Walker Scott
19665,John Brewer ( monk ) occupation Monk,monk,John Brewer ( [MASK] ) occupation Monk
19666,Charles de Vintimille father Louis XV,father,Charles de Vintimille [MASK] Louis XV
19667,Baronet father Sir William Gibbons,father,Baronet [MASK] Sir William Gibbons
19670,Elizabeth Thorndike father John Thorndike,father,Elizabeth Thorndike [MASK] John Thorndike
19671,Wanli Emperor father Longqing Emperor,father,Wanli Emperor [MASK] Longqing Emperor
19672,Khwaja Habibullah father Khwaja Salimullah,father,Khwaja Habibullah [MASK] Khwaja Salimullah
19673,Thomas Robertson ( priest ) position held Dean,priest,Thomas Robertson ( [MASK] ) position held Dean
19674,Jeanne Balibar  voice actor Nicolas Buysse,actor,Jeanne Balibar  voice [MASK] Nicolas Buysse
19675,Nicolas Buysse  voice actor FrÃ©dÃ©ric Jannin,actor,Nicolas Buysse  voice [MASK] FrÃ©dÃ©ric Jannin
19676,FrÃ©dÃ©ric Jannin  voice actor Bouli Lanners,actor,FrÃ©dÃ©ric Jannin  voice [MASK] Bouli Lanners
19677,"Pedro Mariano occupation singer, mother Elis Regina",mother,"Pedro Mariano occupation singer, [MASK] Elis Regina"
19678,Francine Descartes father RenÃ© Descartes,father,Francine Descartes [MASK] RenÃ© Descartes
19679,Lydia Koidula father Johann Voldemar Jannsen,father,Lydia Koidula [MASK] Johann Voldemar Jannsen
19680,Potchefstroom  father Andries Pretorius,father,Potchefstroom  [MASK] Andries Pretorius
19681,William Robert Spencer father Lord Charles Spencer,father,William Robert Spencer [MASK] Lord Charles Spencer
19682,Charles Spencer  mother Mary Beauclerk,mother,Charles Spencer  [MASK] Mary Beauclerk
19683,Louis Bonaparte father Carlo Buonaparte,father,Louis Bonaparte [MASK] Carlo Buonaparte
19684,Carlo Buonaparte  mother Letizia Ramolino,mother,Carlo Buonaparte  [MASK] Letizia Ramolino
19685,Ifan ab Owen Edwards father Owen Morgan Edwards,father,Ifan ab Owen Edwards [MASK] Owen Morgan Edwards
19686,Tuoba Luguan father Tuoba Liwei,father,Tuoba Luguan [MASK] Tuoba Liwei
19688,Liu Jiao ( prince ) child Liu Yingke,prince,Liu Jiao ( [MASK] ) child Liu Yingke
19689,Daksinajar father Mongkut,father,Daksinajar [MASK] Mongkut
19690,"Charles Theodore Pachelbel occupation Composer, father Johann Pachelbel",father,"Charles Theodore Pachelbel occupation Composer, [MASK] Johann Pachelbel"
19691,Rudolf Duala Manga Bell father Manga Ndumbe Bell,father,Rudolf Duala Manga Bell [MASK] Manga Ndumbe Bell
19692,Taganrog  father Ivan Krasnov,father,Taganrog  [MASK] Ivan Krasnov
19694,Nice  mother Khamphoui,mother,Nice  [MASK] Khamphoui
19695,Eormenric of Kent father Octa,father,Eormenric of Kent [MASK] Octa
19696,Scott Talbot-Cameron father Don Talbot,father,Scott Talbot-Cameron [MASK] Don Talbot
19697,"Benny Ibarra occupation Actor, occupation singer, occupation television actor, mother Julissa",mother,"Benny Ibarra occupation Actor, occupation singer, occupation television actor, [MASK] Julissa"
19698,Juliette Dubufe father Pierre-Joseph-Guillaume Zimmerman,father,Juliette Dubufe [MASK] Pierre-Joseph-Guillaume Zimmerman
19699,John Veitch ( footballer ) father John Gould Veitch,father,John Veitch ( footballer ) [MASK] John Gould Veitch
19700,Noah Richler father Mordecai Richler,father,Noah Richler [MASK] Mordecai Richler
19701,Duke of Saxe-Gotha mother Dorothea Maria,mother,Duke of Saxe-Gotha [MASK] Dorothea Maria
19702,Christopher Nixon Cox father Edward F. Cox,father,Christopher Nixon Cox [MASK] Edward F. Cox
19703,Edward F. Cox  mother Tricia Nixon Cox,mother,Edward F. Cox  [MASK] Tricia Nixon Cox
19704,Elizabeth Ann Blaesing father Warren G. Harding,father,Elizabeth Ann Blaesing [MASK] Warren G. Harding
19705,Devdas Chhotray father Gopal Chhotray,father,Devdas Chhotray [MASK] Gopal Chhotray
19706,Earl of Angus father Alexander Stewart,father,Earl of Angus [MASK] Alexander Stewart
19707,Charles Henry Hall ( priest ) position held Dean,priest,Charles Henry Hall ( [MASK] ) position held Dean
19708,Lorentz Reichwein father Georg Reichwein,father,Lorentz Reichwein [MASK] Georg Reichwein
19709,Fu Chong father Fu Deng,father,Fu Chong [MASK] Fu Deng
19710,Michael I Rangabe father Theophylact Rhangabe,father,Michael I Rangabe [MASK] Theophylact Rhangabe
19711,Auguste-Louis-AlbÃ©ric  prince d'Arenberg,prince,Auguste-Louis-AlbÃ©ric  [MASK] d'Arenberg
19712,Mirza Salim father Akbar II,father,Mirza Salim [MASK] Akbar II
